	baseMean	log2FoldChange	lfcSE	pvalue	padj	HumanSymbol	Tom3D1	Tom3D2	Tom3D3	Tom2D1	Tom2D2	Tom2D3
ENSMUSG00000024072	1027.9444450132198	0.442780930358738	0.17151720668049802	0.00600776744594025	0.0207986233689947	YIPF4	26.760232949699997	24.722297433	29.205393049899996	21.0791863964	18.8374822436	17.2096836974
ENSMUSG00000066643	550.543068404041	-0.468761005042012	0.18289349363637306	0.0060127673021136	0.0208119032383069	WDR35	6.2226152279	6.49293183127	5.84193150842	8.65160123066	9.02804299227	8.78218830342
ENSMUSG00000034212	2.1953850273178603	1.5358800987707701	1.49945558769387	0.00601308559189104		ANKMY1	0.0624120294741	0.0493782016723	0.0724885523381	0.0	0.0	0.0
ENSMUSG00000062727	6.180468232846531	-1.5405920799682	1.4730477883014097	0.006028754301239321	0.0208632002439443	LOC102724334	0.212804041673	0.0	0.0	4.79025205646	0.318537732881	0.0911562452234
ENSMUSG00000028976	18.3065087752826	-0.973993920898702	0.530065311671744	0.006037332201660721	0.0208888423177042	SLC2A7	0.160377966809	0.101508323387	0.204898373162	0.293323303172	0.5121349743770001	0.494633761288
ENSMUSG00000081404	8.502380787869571	-1.2304513934286598	0.812239020255186	0.00608386033933245	0.0210457548321926	ZNF845	0.178965943174	0.377577485579	0.415720566942	1.00713779986	2.32168609078	1.0732601027700002
ENSMUSG00000099803	12.024307199595	0.981988187406147	0.539251588267626	0.00608604602154263	0.0210492435031342	ZNF845	2.58524817216	2.7271431847000005	2.45670599536	0.991948946726	0.234530488556	1.40943206072
ENSMUSG00000021635	424.8421539391111	-0.40843717931707396	0.157203771628838	0.00608885841384184	0.0210548979497014	RAD17	6.5667169879900005	6.45782209699	7.27554813713	9.801943865619998	9.03918904584	8.53781051537
ENSMUSG00000031787	373.95351600954086	-0.37711211579674797	0.144241543060588	0.00609658292098505	0.021076100547533998	KATNB1	5.190430374680001	4.74215273567	4.48268149432	5.53396491223	6.34533364147	7.05647813389
ENSMUSG00000034610	418.255399082217	0.6764611573053989	0.28946107502393204	0.00609734735934195	0.021076100547533998	TUT4	3.7395723121	3.8036222868	3.28421994634	2.0950429274	1.98692339405	1.89931430005
ENSMUSG00000027639	1472.76525099116	-0.5780171739249879	0.235067177314133	0.00610474034241083	0.0210975767419111	SAMHD1	9.54636979609	8.66865396113	8.046035440499999	13.1220999803	15.3838201068	13.306675690899999
ENSMUSG00000055044	3717.7118461633195	0.4430646984305189	0.17225935290937194	0.00616723176163997	0.0213094243729245	PDLIM1	86.6811287574	86.50120395809998	92.3554400175	65.75064489350001	63.0028309993	59.1088604829
ENSMUSG00000050213	407.312392330273	-0.310158429555659	0.117591755773779	0.0061754166645507785	0.021333582955724996	SNIP1	8.466424678860001	6.880604985610001	7.77636787587	10.0425489475	9.84963043485	8.91861818938
ENSMUSG00000037822	2106.02878787126	0.510893521563676	0.202791187214147	0.00618156388479309	0.0213506941904549	SMIM14	27.0616395906	26.1616992875	30.5786614644	20.923012748399998	17.8112845645	16.8883450246
ENSMUSG00000030722	103.12846356169099	-0.680103182815607	0.29237623612275204	0.00618361414272988	0.0213536509243247	NFATC2IP	1.0015859647299998	0.930403080979	1.05911808547	2.53430561406	1.34259705595	1.52404201725
ENSMUSG00000039701	1466.89203228961	0.8130754005425159	0.385663906451836	0.00618576544806511	0.0213569553923252	USP53	34.9131166985	35.445109975	31.5371794715	15.337398961	15.2731991789	15.641721309200001
ENSMUSG00000026069	15.8151760993576	-1.4193690112943995	1.0691511567143002	0.00619165665231638	0.0213731684556118	IL1RL1	0.0191050026097	0.010076803887100002	0.0	0.0739159744189	0.0571950059794	0.09002152017909999
ENSMUSG00000017713	74.55393953947569	0.785217901185539	0.36412664249972404	0.00620148856194635	0.0214029756757697	THA1P	1.75361305227	1.21335073223	2.05863710383	0.90196201696	0.922012171969	0.549245224384
ENSMUSG00000000275	3122.3549682329603	0.522190920460601	0.208222159066258	0.00620676061817881	0.0214170371697521	TRIM25	39.7024579473	41.8433530964	34.7685181708	22.6129461232	26.3646672536	27.245117758400003
ENSMUSG00000024639	3383.844706709551	0.519631951863076	0.20704306748907397	0.0062130390707395	0.0214345652371007	GNAQ	41.0545146662	43.4782414713	38.2192231813	24.5933271995	27.464604768	28.5681475994
ENSMUSG00000024921	422.22862870949206	0.7151872932752741	0.314923709738	0.00622442868574234	0.0214697163058948	SMARCA4	3.6660021818	3.64132713113	3.69082948461	1.91001478021	2.01720811551	1.81985666094
ENSMUSG00000060671	1884.61881532762	-0.48222920598974495	0.189854765654933	0.0062312665049738215	0.0214891564851373	ATP8B4	10.4401923954	10.2733836964	9.31086548305	14.1885502629	14.7947423092	14.3975417302
ENSMUSG00000038838	1023.95095618651	0.426933344421111	0.165588177059951	0.00624176210682175	0.02152120097032	VARS2	14.971016811099998	14.416292376500001	17.069063712000002	11.859730398599998	11.124801346099998	10.3254378488
ENSMUSG00000045394	684.689013646614	0.831588846005294	0.40160843993049705	0.0062443508215547705	0.0215219271068695	EPCAM	1.5641097063	2.3308931689400003	2.0473218999	0.995474255483	0.7928050240600001	0.8295218315330001
ENSMUSG00000037995	1144.74506308085	0.636906113200547	0.267505451005962	0.0062443799468955286	0.0215219271068695	IGSF9B	12.9238095929	13.7602076073	14.310921000599999	7.83720266223	8.137092469	7.67715512685
ENSMUSG00000058070	2536.55396880404	0.670551344950172	0.287113997928483	0.00624815776897349	0.0215307976617874	EML1	47.99897503930001	48.01913447890001	35.923980745	20.2535798076	26.561773265	26.2694412956
ENSMUSG00000018326	5279.94890893758	-0.41765492031236107	0.16166477128832699	0.0062510836045043	0.0215367294666939	YWHAB	81.72833509670002	80.1851518935	64.7986669359	84.82963246989999	112.506018966	110.614488188
ENSMUSG00000015341	2258.8557920954604	0.39903362219522603	0.15382369531029	0.00625337188250009	0.0215404628454988	GOLGA7	66.9222211464	61.77779164880001	82.9591230796	56.765872224700004	49.73577738979999	48.8113807328
ENSMUSG00000027502	1241.14872632161	0.320749656957906	0.12203252271139901	0.0062759748277113215	0.021614157529720002	RTF2	29.1344695802	30.3401667439	33.6217117332	27.577291506999998	23.2122584645	22.324177040100004
ENSMUSG00000020462	402.969734043318	-0.499996788119514	0.19820049467070602	0.0062823336663315795	0.0216318906773878	CFAP36	8.88763802891	8.123248314289999	9.15597067163	14.8376546101	12.3012227854	11.369112084500001
ENSMUSG00000030232	1627.5015144088095	-0.19292087571191602	0.0725761841041717	0.00628835362302509	0.0216484503529672	AEBP2	13.706584268	14.2792016452	16.8032202519	17.4622677754	16.7602270627	16.6264903563
ENSMUSG00000064368	14041.548187068402	0.8670163133852109	0.43300912978184	0.0062995803160191	0.0216829250492276		1440.2782554	1365.3278267	2813.37331722	1004.50328067	644.9617808090001	673.763032373
ENSMUSG00000029378	530.0047785255471	-0.8563173331788551	0.42379551322983705	0.00631507907505954	0.021732087940942998	AREG	9.7155072904	7.486048362949999	15.9449120703	38.747505896199996	20.5706124258	18.022023034
ENSMUSG00000014355	3828.6076166669	-0.648734229951959	0.27482509232883	0.00632305380797554	0.0217553444564962	ANAPC1	21.0870195059	21.4378041359	16.3605941146	29.149048041300002	36.0492664695	36.6309465121
ENSMUSG00000026377	826.432173764705	-0.479095812199188	0.188864860622704	0.00633080422940927	0.0217778203974735	NIFK	16.4087800391	15.668965945999998	19.6496741134	28.422785602199998	23.9462581546	22.0741917364
ENSMUSG00000038371	823.5889210716963	-0.49381198178876506	0.195644527220012	0.006347798494297461	0.021832080183984	SBF2	5.1539389818900005	4.772154022900001	4.777328961309999	6.62350776642	6.83162660253	7.969660296669999
ENSMUSG00000020387	1237.39695460438	0.5149579965264129	0.20555370041336202	0.00636236598669553	0.021877974270789	JADE2	13.644833674800001	15.134729738599999	11.759265601600001	7.96265814398	9.1365944846	9.676890075589998
ENSMUSG00000001467	8750.80358831843	-0.454546280831164	0.17813028946903198	0.00638593682313624	0.0219548041404536	CYP51A1	101.565289748	102.58677508299999	87.0470325905	130.591870451	140.026842842	139.398885057
ENSMUSG00000024845	1474.9631452998499	0.4369304006148	0.170430439204939	0.00638733837631954	0.021955401289306	TMEM134	18.2554933258	18.16034463	24.1274062733	15.5852261458	13.4922519428	13.8459957281
ENSMUSG00000010392	1145.64772144389	0.21624241135395397	0.0816517244107567	0.00639386895306446	0.0219736249759265	GOSR1	16.3668089575	14.636739728599999	15.827332034600001	14.3041628425	12.4791928609	13.060613473900002
ENSMUSG00000051242	11.827182462370699	1.25979866016078	0.8611238929793722	0.00639846720722036	0.0219852021776148	PCDHB8	0.132628116316	0.192372948054	0.15404113969799998	0.034986088055599995	0.0496314110807	0.014203067995500003
ENSMUSG00000067818	138.67184522065202	1.51698750115658	1.4467237646452	0.00640480341138591	0.022002673055819	MYL9	0.0449001435445	0.0	0.41719475335	0.0	0.0	0.0
ENSMUSG00000061981	2357.0866864468203	-0.480329574613875	0.189741917796663	0.00640601285882186	0.022002673055819	FLOT2	39.3301416666	41.1539271694	35.897670231599996	48.0025382721	59.0580545647	60.317737897600004
ENSMUSG00000078439	43.6003544600667	0.936486859564285	0.500410801100412	0.00640785537064951	0.0220047747037803	SMIM24	1.86792167243	2.19563894011	2.60340076853	1.01363803065	0.852119203942	0.594388667484
ENSMUSG00000029198	1086.92191403136	-0.510136945767504	0.20356378317430301	0.00642193128983248	0.0220488773797033	GRPEL1	11.843558271700001	11.4638325274	14.7227886554	19.358819973699998	19.6979352013	17.1938041586
ENSMUSG00000059921	209.01304320055598	0.8467914099751671	0.41713740087150997	0.00642458930947914	0.0220537687546163	UNC5D	2.0208831223500003	2.57425166335	1.63225540303	0.5785924338740001	0.989300956298	1.09199260249
ENSMUSG00000007038	3420.7739158820195	0.504575816591496	0.20099688940665197	0.00642980201463665	0.0220674260698115	NEU1	73.1790703151	68.14590240140001	94.1613976424	58.6539494428	49.8290773066	48.270141087700004
ENSMUSG00000056602	159.441713932004	0.8979590381491491	0.4635936825236379	0.00643124771333267	0.022068152055671	FRYL	1.67581447301	1.6482810982700002	1.2336194939	0.5811177595520001	0.593550783462	0.626853180407
ENSMUSG00000086848	4.27999510586313	1.48692263534068	1.23130173405745	0.0064547520897868796	0.0221445552796391	LCE6A	0.764488481784	0.94085660243	1.10989547589	0.0896289299872	0.0	0.163737255571
ENSMUSG00000047603	106.67416681924101	0.605723383043497	0.251763405150294	0.00646381583806431	0.0221713967006384	ZNF45	3.3271989581299994	3.01150964116	2.86250414707	1.64701336674	2.35695532548	1.53080390397
ENSMUSG00000045053	7.55369259830593	1.5126335730303202	1.4444686320009301	0.00647097483575284	0.0221893902299368	KCNG3	0.166007443713	0.0477597266473	0.0701125866774	0.0	0.0150599881656	0.0
ENSMUSG00000054405	1525.2857471070902	-0.4967667085116789	0.197555215210343	0.00647154354058054	0.0221893902299368	DNAJC8	34.4357947936	29.840131616100006	39.675289175500005	57.1358813433	49.0005941347	45.9885986381
ENSMUSG00000026960	417.222357255767	-0.4342032117920849	0.16958581137595494	0.0064794897195553786	0.0222123764715049	ARL6IP6	6.7980368037800005	6.77275910112	8.77287868308	11.787277167100001	10.155869696	8.872207296080001
ENSMUSG00000059479	24.8930387783931	1.16681253859848	0.752765050475371	0.00648187586270096	0.0222162971633038	B3GNT8	0.206023167125	0.470883921846	0.7976197996250001	0.217388133579	0.0685306037747	0.0588344036967
ENSMUSG00000028982	115.351248588409	-0.7178682086065151	0.319276308574952	0.00650422328760642	0.0222886195104811	SLC25A36	1.61040896401	2.12349818002	2.49388278632	4.078187561580002	3.2676423289	4.39192431941
ENSMUSG00000027684	2932.57342572311	0.5645648120207449	0.2305867250519361	0.00652063160233355	0.0223369415666489	PRDM16	41.3222678756	42.8675487165	37.3285225445	25.2184111332	25.4748854347	25.5753163206
ENSMUSG00000045799	621.522351630253	-0.641069043039052	0.271816508724067	0.0065208229393158715	0.0223369415666489	ZNF845	30.0891876604	28.4672355799	22.8475748128	38.122204241999995	49.6012738453	51.7456304942
ENSMUSG00000022556	814.7213105099339	-0.470531405462517	0.185802411670115	0.00652367824283681	0.022342442187352	HSF1	14.8328002446	13.7406958249	18.8308232426	26.782416748899998	21.6891889821	19.2009924899
ENSMUSG00000014074	895.343281038844	-0.535711564554141	0.21629962314073609	0.00652840127877409	0.0223543361290233	RNF168	9.85693052578	9.96669108122	7.148622744510001	11.191508304400001	14.2331610485	15.6633408272
ENSMUSG00000062054	455.26213862314	0.7054387960120679	0.311343824947492	0.006535675367110061	0.0223749590731945	IAH1	30.2568655615	24.516384009499998	40.2349121867	22.3635820439	13.182314056700001	14.6512946868
ENSMUSG00000037921	41.9453094678616	1.43874974296222	1.13291805084284	0.0065482447012938	0.0224136989861858	DDX60L	0.0507149818941	0.124829939742	0.049085831293699984	0.0178375332126	0.0	0.00724138396634
ENSMUSG00000036138	1740.1376738742804	0.5820595792555461	0.239769045176259	0.0065553215763916785	0.0224336277717626	ACAA1	24.246665084099998	22.7080226152	30.727280748600002	19.2124303018	14.7435149138	13.8167817187
ENSMUSG00000053846	27.6955378871624	-1.05118557561452	0.625664673912979	0.006613750380660721	0.0226292519243387	LIPG	0.16048807579000002	0.155188633827	0.201932395799	0.573878394472	0.587224212434	0.52705496314
ENSMUSG00000087347	6.80782484749774	1.15864099117669	0.7478996209147671	0.006617043756303421	0.0226361889050051	ZNF845	0.971789111297	0.603015961732	0.66393295962	0.281481374367	0.11408875910599997	0.14691999794500002
ENSMUSG00000015247	329.866746518737	0.533633492561567	0.215753809691774	0.00662289895982681	0.022651885290869	NIPSNAP3B	10.5406558631	10.0176026643	16.7907447671	9.159389412560001	7.457449964560001	7.40879431216
ENSMUSG00000022367	221.53053966688998	-1.32408340353612	0.956374735497198	0.00663121595413931	0.0226759939713071	HAS3	0.0358607707705	0.0126096800117	0.0	0.109312602244	0.05964281364630001	0.122889892074
ENSMUSG00000039959	937.202232932607	-0.6190580556227829	0.260140866866407	0.006634220311152621	0.0226819299012849	HIP1R	5.33571570782	5.785112366619999	3.97908132205	7.347888148480001	8.9171628781	9.01524814225
ENSMUSG00000032353	653.505456607453	0.727322311212963	0.326986941412961	0.00664432320090468	0.0227121283034557	TMED3	15.6849651539	14.2111652742	21.048651061199998	9.97299230785	7.618007743860002	8.4087739419
ENSMUSG00000033249	32.3525249208856	-0.8201529202503259	0.39756057352561497	0.00664685699378363	0.0227164468474474	HSF4	0.640737183554	0.399398381094	0.6765320324590001	1.5570385134600002	1.36598162929	0.8732967483740001
ENSMUSG00000021457	215.32501337112998	-0.8638010572794141	0.435741124242026	0.00665828791518127	0.0227511649553518	ZAP70	0.30220316639600003	0.288903451813	0.0987171624093	0.6045315066120001	0.452355654228	0.606801781554
ENSMUSG00000004364	2525.76424623124	-0.39125858111371503	0.151884381402534	0.00666318951437411	0.0227635635663973	CUL3	21.005372229000002	23.565156915	21.111348009300002	26.366922138400003	31.007405882399997	29.8544930205
ENSMUSG00000029659	206.24813448090302	0.839500005148137	0.41459255512416	0.0066865865548108	0.022839131649775003	MEDAG	0.205813864889	0.253295292561	0.199202371224	0.108583642746	0.119806719264	0.0587746328836
ENSMUSG00000055692	40.2907759902179	0.9152106521890241	0.484937540672641	0.00669701772512954	0.0228676597246876	TMEM191C	1.00058704545	0.7761071209970001	1.91410213391	0.6831536833859999	0.293674144589	0.403396841151
ENSMUSG00000026601	15.795324448356302	1.09613583958526	0.678339952153655	0.00669749644752469	0.0228676597246876	AXDND1	0.324843648667	0.163887160152	0.164039208651	0.08941647993010003	0.0281881317813	0.060499683109800015
ENSMUSG00000046908	6.4701325747013305	1.49181543458105	1.29769736251653	0.0067064951535438285	0.022894012951607	LTB4R	0.108997192076	0.15330621007	0.168793286147	0.0	0.0	0.0311265227592
ENSMUSG00000039031	1784.1494276477301	0.249171408312555	0.0949199802875543	0.00672086438412279	0.0229344544003399	ARHGAP28	33.6261860558	31.813411035700003	31.5953893443	28.016037127399997	27.077190489	25.5279431981
ENSMUSG00000025316	663.0749483491901	0.432102154563433	0.16954146130629902	0.00672174765321483	0.0229344544003399	BANP	7.293815529730001	7.71377486565	7.49893008712	5.50380735165	5.48675978834	5.09302868702
ENSMUSG00000020674	1613.2269024207599	-0.6187320079834631	0.26052347455574804	0.00672218978313189	0.0229344544003399	PXDNL	7.2594041576100015	7.52860049035	5.6209644482200005	10.746426042000001	11.5234821572	11.9267761742
ENSMUSG00000018377	1488.6529798035199	-0.250351247479831	0.0953977330085896	0.00673121042064432	0.0229608495863298	VEZF1	15.4494898454	14.3855950981	15.5564577328	18.8904264015	18.0197506751	17.0323544697
ENSMUSG00000023973	645.375509975842	0.306245493514947	0.11737983896433199	0.00673564756086508	0.0229716029059372	CNPY3	17.3337145349	15.9889619044	17.6966667545	14.1352291667	13.4300049182	12.939791447200001
ENSMUSG00000053581	1395.08542388548	0.4938585552235921	0.197361498478342	0.00673704074454268	0.0229719728362257	ZFAND2A	26.8659562589	24.3954493408	25.430580784	18.6962865103	16.2835872546	16.772864181099994
ENSMUSG00000072999	13.181186666462601	1.17664752689099	0.773611636691241	0.00674291136166485	0.0229876068747244	ZNF845	1.28105341799	0.91699825653	1.59415881361	0.579308937722	0.273936695305	0.0391963619931
ENSMUSG00000052783	32.052266754457	0.790731346496913	0.374951184078211	0.00675297573018205	0.0230175293616823	GRK6	0.375745498002	0.726676174718	0.8182691530159999	0.374446673501	0.328088941564	0.187779047347
